action,actual_profit,ask,bid,date,deal,entry_time,fast_period,order,price,profit,sl,slow_period,symbol,time,tp,trend,trend_time,type,volume,closed,win
DEAL,0,18837.2,18831.01,False,05/10/2022 22:52,2628874785,M5,8,2653233198,18837.2,941.92,16487.955,34,Volatility 100 Index,1665006770.62426,23546.79,4,M30,BUY,0.2,False
DEAL,0,344791.41,344766.1,False,05/10/2022 23:24,2628902107,M5,8,2653260910,344791.41,943.11,250480.50999999995,34,Volatility 25 (1s) Index,1665008667.039927,533413.21,4,M30,BUY,0.005,False
DEAL,0,250.6843,250.6558,False,05/10/2022 23:24,2628902113,M5,8,2653260916,250.6843,943.11,93.49946666666668,34,Volatility 50 Index,1665008667.061912,565.0539666666666,4,M30,BUY,3.0,False
DEAL,0,518167.57,518027.57,False,05/10/2022 23:24,2628902112,M5,8,2653260915,518167.57,943.11,46613.07000000001,34,Volatility 75 Index,1665008667.054917,1461276.57,4,M30,BUY,0.001,False
DEAL,0,1911.335,1911.218,False,05/10/2022 23:24,2628902135,M5,8,2653260938,1911.335,943.08,968.253,34,Volatility 25 Index,1665008668.131559,3797.499,4,M30,BUY,0.5,False
DEAL,0,6557.491,6557.329,False,05/10/2022 23:24,2628902121,M5,8,2653260924,6557.491,943.11,4985.642666666667,34,Volatility 10 Index,1665008668.136557,9701.187666666667,4,M30,BUY,0.3,False
DEAL,0,18922.05,18915.86,False,05/10/2022 23:24,2628902132,M5,8,2653260935,18922.05,943.1,16564.309999999998,34,Volatility 100 Index,1665008668.14755,23637.53,4,M30,BUY,0.2,False
DEAL,0,8612.62,8612.58,False,05/10/2022 23:24,2628902134,M5,8,2653260937,8612.62,943.05,6254.8175,34,Volatility 10 (1s) Index,1665008668.146551,13327.865,4,M30,BUY,0.2,False
DEAL,0,543679.71,543625.37,False,05/10/2022 23:24,2628902126,M5,8,2653260929,543679.71,943.24,449402.43,34,Volatility 50 (1s) Index,1665008668.145551,732327.03,4,M30,BUY,0.005,False
DEAL,0,251.0165,250.988,False,05/10/2022 23:25,2628903216,M5,8,2653262014,251.0165,943.13,93.82766666666666,34,Volatility 50 Index,1665008745.230653,565.3941666666667,4,M30,BUY,3.0,False
DEAL,0,519295.69,519155.69,False,05/10/2022 23:25,2628903222,M5,8,2653262020,519295.69,943.13,47729.19,34,Volatility 75 Index,1665008745.239648,1462428.69,4,M30,BUY,0.001,False
DEAL,0,6557.092,6556.93,False,05/10/2022 23:25,2628903224,M5,8,2653262022,6557.092,943.13,4985.203666666666,34,Volatility 10 Index,1665008745.254639,9700.868666666667,4,M30,BUY,0.3,False
DEAL,0,8612.88,8612.84,False,05/10/2022 23:25,2628903227,M5,8,2653262025,8612.88,943.14,6255.0975,34,Volatility 10 (1s) Index,1665008745.269629,13328.595000000001,4,M30,BUY,0.2,False
DEAL,0,1911.416,1911.299,False,05/10/2022 23:25,2628903241,M5,8,2653262039,1911.416,943.12,968.2919999999999,34,Volatility 25 Index,1665008746.588815,3797.6639999999998,4,M30,BUY,0.5,False
DEAL,0,344415.97,344390.66,False,05/10/2022 23:25,2628903233,M5,8,2653262031,344415.97,943.17,250110.05,34,Volatility 25 (1s) Index,1665008746.591813,533049.95,4,M30,BUY,0.005,False
DEAL,0,18908.58,18902.39,False,05/10/2022 23:25,2628903237,M5,8,2653262035,18908.58,943.13,16550.7475,34,Volatility 100 Index,1665008746.589814,23624.245000000003,4,M30,BUY,0.2,False
DEAL,0,544621.85,544567.51,False,05/10/2022 23:25,2628903269,M5,8,2653262065,544621.85,943.1,450312.14999999997,34,Volatility 50 (1s) Index,1665008746.869642,733241.25,4,M30,BUY,0.005,False
DEAL,0,8614.38,8614.34,False,05/10/2022 23:26,2628903868,M5,8,2653262671,8614.38,942.87,6257.199999999999,34,Volatility 10 (1s) Index,1665008783.68956,13328.739999999998,4,M30,BUY,0.2,False
DEAL,0,6558.149,6557.987,False,05/10/2022 23:26,2628903871,M5,8,2653262675,6558.149,942.87,4986.6956666666665,34,Volatility 10 Index,1665008784.118298,9701.055666666667,4,M30,BUY,0.3,False
DEAL,0,18888.74,18882.55,False,05/10/2022 23:26,2628903873,M5,8,2653262677,18888.74,942.87,16531.56,34,Volatility 100 Index,1665008784.125291,23603.100000000002,4,M30,BUY,0.2,False
DEAL,0,251.2747,251.2462,False,05/10/2022 23:26,2628903875,M5,8,2653262680,251.2747,942.88,94.13086666666666,34,Volatility 50 Index,1665008784.771895,565.5668666666667,4,M30,BUY,3.0,False
DEAL,0,1911.562,1911.445,False,05/10/2022 23:26,2628903880,M5,8,2653262686,1911.562,942.93,968.8080000000001,34,Volatility 25 Index,1665008784.776889,3797.4210000000003,4,M30,BUY,0.5,False
DEAL,0,544668.17,544613.83,False,05/10/2022 23:26,2628903876,M5,8,2653262681,544668.17,942.88,450383.25,34,Volatility 50 (1s) Index,1665008784.983761,733244.5499999999,4,M30,BUY,0.005,False
DEAL,0,344327.01,344301.7,False,05/10/2022 23:26,2628903883,M5,8,2653262690,344327.01,942.74,250052.81,34,Volatility 25 (1s) Index,1665008784.989757,532875.41,4,M30,BUY,0.005,False
DEAL,0,519732.97,519592.97,False,05/10/2022 23:26,2628903886,M5,8,2653262693,519732.97,942.77,48347.969999999914,34,Volatility 75 Index,1665008785.226613,1462502.9700000002,4,M30,BUY,0.001,False
DEAL,0,1910.708,1910.591,False,05/10/2022 23:26,2628904123,M5,8,2653262930,1910.708,942.84,967.865,34,Volatility 25 Index,1665008810.220318,3796.3940000000002,4,M30,BUY,0.5,False
DEAL,0,520097.27,519957.27,False,05/10/2022 23:26,2628904127,M5,8,2653262935,520097.27,942.84,48675.77000000002,34,Volatility 75 Index,1665008810.427192,1462940.27,4,M30,BUY,0.001,False
DEAL,0,251.4094,251.3809,False,05/10/2022 23:26,2628904124,M5,8,2653262931,251.4094,942.84,94.2689,34,Volatility 50 Index,1665008810.429186,565.6904,4,M30,BUY,3.0,False
DEAL,0,544880.94,544826.6,False,05/10/2022 23:26,2628904131,M5,8,2653262939,544880.94,942.7,450567.04,34,Volatility 50 (1s) Index,1665008810.641055,733419.94,4,M30,BUY,0.005,False
DEAL,0,344296.29,344270.98,False,05/10/2022 23:26,2628904152,M5,8,2653262960,344296.29,942.86,250010.69,34,Volatility 25 (1s) Index,1665008810.873841,532867.49,4,M30,BUY,0.005,False
DEAL,0,8613.68,8613.64,False,05/10/2022 23:26,2628904153,M5,8,2653262961,8613.68,942.81,6256.655000000001,34,Volatility 10 (1s) Index,1665008811.117693,13327.73,4,M30,BUY,0.2,False
DEAL,0,18892.09,18885.9,False,05/10/2022 23:26,2628904138,M5,8,2653262946,18892.09,943.11,16536.3125,34,Volatility 100 Index,1665008810.642054,23607.635,4,M30,BUY,0.2,False
DEAL,0,6557.469,6557.307,False,05/10/2022 23:26,2628904147,M5,8,2653262955,6557.469,942.92,4986.3330000000005,34,Volatility 10 Index,1665008810.64905,9700.548,4,M30,BUY,0.3,False
DEAL,0,344154.58,344129.27,False,05/10/2022 23:29,2628905881,M5,8,2653264684,344154.58,943.25,249829.48,34,Volatility 25 (1s) Index,1665008942.431165,532804.78,4,M30,BUY,0.005,False
DEAL,0,519777.14,519637.14,False,05/10/2022 23:29,2628905896,M5,8,2653264699,519777.14,943.24,48141.24999999994,34,Volatility 75 Index,1665008943.08776,1463017.75,4,M30,BUY,0.001,False
DEAL,0,8612.68,8612.64,False,05/10/2022 23:29,2628905882,M5,8,2653264685,8612.68,943.25,6254.5525,34,Volatility 10 (1s) Index,1665008942.436162,13328.935000000001,4,M30,BUY,0.2,False
DEAL,0,251.657,251.6285,False,05/10/2022 23:29,2628905899,M5,8,2653264702,251.657,943.25,94.44839999999999,34,Volatility 50 Index,1665008943.096755,566.0739000000001,4,M30,BUY,3.0,False
DEAL,0,1912.159,1912.042,False,05/10/2022 23:29,2628905885,M5,8,2653264688,1912.159,943.25,968.908,34,Volatility 25 Index,1665008942.87889,3798.661,4,M30,BUY,0.5,False
DEAL,0,6555.503,6555.341,False,05/10/2022 23:29,2628905901,M5,8,2653264704,6555.503,943.28,4983.51,34,Volatility 10 Index,1665008943.097755,9699.765000000001,4,M30,BUY,0.3,False
DEAL,0,545056.84,545002.5,False,05/10/2022 23:29,2628905891,M5,8,2653264694,545056.84,943.28,450737.31000000006,34,Volatility 50 (1s) Index,1665008942.87789,733712.6100000001,4,M30,BUY,0.005,False
DEAL,0,18891.88,18885.69,False,05/10/2022 23:29,2628905905,M5,8,2653264708,18891.88,943.2,16533.870000000003,34,Volatility 100 Index,1665008943.33161,23607.9,4,M30,BUY,0.2,False
