Action,Type,Expected Profit,Symbol,Fast Period,Slow Period,Trend Time,Entry Time,Trend,Timestamp,Volume,Order,Deal,Price,Date
DEAL,BUY,4.0,Volatility 10 Index,8,34,M5,M1,3,1659904254.259395,0.3,1656463507,1584312636,6717.101,07/08/2022 21:30
